type	latitude	longitude	altitude (m)	name	desc	m.data
W	38.416700000	-109.450700000	1718.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FAULT NO.1 CANE SPRINGS AREA</td></tr></table>	FAULT NO.1 CANE SPRINGS AREA
W	38.400000000	-109.367400000	2019.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CAROL B-SUNFLOWER SNOWFLAKE</td></tr></table>	CAROL B-SUNFLOWER SNOWFLAKE
W	38.350000000	-109.384000000	1782.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE JAY-MAGEE-PRINCE ALBERT</td></tr></table>	BLUE JAY-MAGEE-PRINCE ALBERT
W	38.300000000	-109.334000000	1978.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RATTLESNAKE MINE</td></tr></table>	RATTLESNAKE MINE
W	38.200000000	-109.250700000	1978.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LISBON VALLEY-MIVIDA-LA SAL.</td></tr></table>	LISBON VALLEY-MIVIDA-LA SAL.
W	38.116700000	-109.117400000	1992.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIVIDE-SECTION 36-SERVICE BERRY</td></tr></table>	DIVIDE-SECTION 36-SERVICE BERRY
W	38.183300000	-109.050700000	1849.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UTAH AND WYOMING</td></tr></table>	UTAH AND WYOMING
W	38.250000000	-109.067400000	1990.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BRUSHY BASIN GROUP</td></tr></table>	BRUSHY BASIN GROUP
W	38.116700000	-109.217400000	1931.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WATERFALL-WILSON-DRY VALLEY AREA</td></tr></table>	WATERFALL-WILSON-DRY VALLEY AREA
W	38.050000000	-109.067400000	2071.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LIBERTY</td></tr></table>	LIBERTY
W	38.050000000	-109.217400000	1886.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FRISCO-SUNSET-EAST CANYON AREA</td></tr></table>	FRISCO-SUNSET-EAST CANYON AREA
W	38.000000000	-109.367400000	2044.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY JACK-PETERS HILL</td></tr></table>	HAPPY JACK-PETERS HILL
W	38.383300000	-109.500700000	1620.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CANE CREEK</td></tr></table>	CANE CREEK
W	38.300000000	-109.767400000	1353.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>AIRLIFT-PAGODA</td></tr></table>	AIRLIFT-PAGODA
W	38.233300000	-109.700700000	1457.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CUTLER-SALT CEDAR</td></tr></table>	CUTLER-SALT CEDAR
W	38.216700000	-109.617400000	1492.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HART-SMITH</td></tr></table>	HART-SMITH
W	38.066700000	-109.600700000	1958.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CONGLOMERATE-MOKI-ROYAL</td></tr></table>	CONGLOMERATE-MOKI-ROYAL
W	37.933300000	-109.634000000	1901.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSESHOE NO.1-COTTONWOOD</td></tr></table>	HORSESHOE NO.1-COTTONWOOD
W	37.916700000	-109.567400000	2758.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE</td></tr></table>	BLUE
W	37.933300000	-109.484000000	2300.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ANTLER-INDIAN CREEK</td></tr></table>	ANTLER-INDIAN CREEK
W	37.783300000	-109.250700000	2020.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE EAGLE-VERDURE</td></tr></table>	BLUE EAGLE-VERDURE
W	37.716700000	-109.300700000	1828.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CANARY-LONG SHOT</td></tr></table>	CANARY-LONG SHOT
W	37.683300000	-109.234000000	1811.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COTTONWOOD-MONTEZUMA CANYON AREA</td></tr></table>	COTTONWOOD-MONTEZUMA CANYON AREA
W	37.650000000	-109.134000000	1846.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT CANYON AREA</td></tr></table>	MONUMENT CANYON AREA
W	37.566700000	-109.184000000	1585.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE JAY-MARGARET</td></tr></table>	BLUE JAY-MARGARET
W	37.600000000	-109.284000000	1712.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BRADFORD CANYON-JOKER-LEO J</td></tr></table>	BRADFORD CANYON-JOKER-LEO J
W	37.400000000	-109.184000000	1490.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PETE-RED HOT-SCHOOL SEC.16</td></tr></table>	PETE-RED HOT-SCHOOL SEC.16
W	37.466700000	-109.434000000	1568.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TREE</td></tr></table>	TREE
W	37.316700000	-109.467400000	1408.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOLE IN THE ROCK</td></tr></table>	HOLE IN THE ROCK
W	37.383300000	-109.617400000	1466.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SANDY-SEBASTOPOL</td></tr></table>	SANDY-SEBASTOPOL
W	37.450000000	-109.617400000	1528.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SUNSHINE MINE</td></tr></table>	SUNSHINE MINE
W	37.516700000	-109.617400000	1609.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GOLDBUTTE-LONESOME-BUTLER WASH</td></tr></table>	GOLDBUTTE-LONESOME-BUTLER WASH
W	37.583300000	-109.600700000	1659.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLANDING-COTTONWOOD CANYON AREA</td></tr></table>	BLANDING-COTTONWOOD CANYON AREA
W	37.650000000	-109.584000000	1715.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BRUSHY</td></tr></table>	BRUSHY
W	37.750000000	-109.567400000	2102.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GOOD FORTUNE-HIGH HOPES</td></tr></table>	GOOD FORTUNE-HIGH HOPES
W	37.783300000	-109.700700000	2033.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>KING JAMES</td></tr></table>	KING JAMES
W	37.766700000	-109.767400000	2648.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CARL-NOTCH</td></tr></table>	CARL-NOTCH
W	37.666700000	-109.917400000	2461.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY SURPRISE-WOODEN SHOE</td></tr></table>	HAPPY SURPRISE-WOODEN SHOE
W	37.650000000	-110.017400000	2175.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DEAD BUCK-HIDEOUT</td></tr></table>	DEAD BUCK-HIDEOUT
W	37.583300000	-110.234000000	1632.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>ALLEN-DERMIS-HERSHEY</td></tr></table>	ALLEN-DERMIS-HERSHEY
W	37.550000000	-110.300700000	1390.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLUE LIZARD-MARKEY-POSEY</td></tr></table>	BLUE LIZARD-MARKEY-POSEY
W	37.633300000	-110.100700000	1762.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHITE CANYON</td></tr></table>	WHITE CANYON
W	37.733300000	-110.267400000	1463.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HAPPY JACK</td></tr></table>	HAPPY JACK
W	37.866700000	-110.317400000	1477.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JOMAC</td></tr></table>	JOMAC
W	37.250000000	-110.450700000	1245.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WHIRLWIND</td></tr></table>	WHIRLWIND
W	37.033300000	-110.417400000	1910.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT NO.3</td></tr></table>	MONUMENT NO.3
W	37.033300000	-110.334000000	1571.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TAYLOR RIED NO.1</td></tr></table>	TAYLOR RIED NO.1
W	37.016700000	-110.250700000	1593.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MITTON NO.1-SKYLINE</td></tr></table>	MITTON NO.1-SKYLINE
W	37.766700000	-110.467400000	1369.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>COLORADO RIVER GROUP</td></tr></table>	COLORADO RIVER GROUP
W	37.733300000	-110.700700000	1363.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY STRIKE</td></tr></table>	LUCKY STRIKE
W	37.800000000	-110.650700000	1611.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DELMONTE</td></tr></table>	DELMONTE
W	37.883300000	-110.617400000	1779.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>WALTER</td></tr></table>	WALTER
W	37.950000000	-110.617400000	1623.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>JUNE BELL-TRACHYTE</td></tr></table>	JUNE BELL-TRACHYTE
W	38.016700000	-110.634000000	1554.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CONGRESS NO.29-TRACHYTE CREEK AREA</td></tr></table>	CONGRESS NO.29-TRACHYTE CREEK AREA
W	38.083300000	-110.634000000	1574.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>CONGRESS-DAISY JUNE</td></tr></table>	CONGRESS-DAISY JUNE
W	37.800000000	-111.034000000	1834.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RAINY DAY</td></tr></table>	RAINY DAY
W	37.733300000	-111.117400000	1721.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOT SHOT-YELLOW JACKET-SILVER FALL</td></tr></table>	HOT SHOT-YELLOW JACKET-SILVER FALL
W	37.883300000	-111.084000000	1979.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>PARDNER-STUD HORSE</td></tr></table>	PARDNER-STUD HORSE
W	38.333300000	-109.084000000	1907.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>GREY DAWN-LA SAL CREEK AREA</td></tr></table>	GREY DAWN-LA SAL CREEK AREA
W	37.027200000	-109.390700000	1590.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED MESA COPPER PIT</td></tr></table>	RED MESA COPPER PIT
W	37.409700000	-109.533200000	1415.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MAXINE #2 AND 3</td></tr></table>	MAXINE #2 AND 3
W	37.018100000	-110.321000000	1550.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>MONUMENT 3</td></tr></table>	MONUMENT 3
W	37.046400000	-110.348200000	1604.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>TAYLOR REID #1 & 2</td></tr></table>	TAYLOR REID #1 & 2
W	37.660600000	-109.257900000	1776.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BLACK DIAMOND</td></tr></table>	BLACK DIAMOND
W	37.597200000	-109.298200000	1691.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.600800000	-109.306300000	1698.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.598300000	-109.307100000	1689.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.598300000	-109.309600000	1703.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.597500000	-109.307400000	1687.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.587200000	-109.289300000	1629.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>LUCKY STRIKE</td></tr></table>	LUCKY STRIKE
W	37.584400000	-109.286300000	1629.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.584400000	-109.287100000	1626.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.610300000	-109.265100000	1720.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>BEST</td></tr></table>	BEST
W	37.612200000	-109.265400000	1657.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>DIXIE #1</td></tr></table>	DIXIE #1
W	37.713100000	-109.320700000	1834.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FALLS</td></tr></table>	FALLS
W	37.713900000	-109.314900000	1807.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.708100000	-109.284900000	1884.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>FIDDLE #2</td></tr></table>	FIDDLE #2
W	37.692500000	-109.267600000	1815.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>VERDURE</td></tr></table>	VERDURE
W	37.685000000	-109.251800000	1728.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.662500000	-109.253500000	1751.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>SPLENDID - 16</td></tr></table>	SPLENDID - 16
W	37.316400000	-109.484000000	1453.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HOLE IN ROCK MINE</td></tr></table>	HOLE IN ROCK MINE
W	37.358900000	-109.462600000	1403.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>IKE THREE</td></tr></table>	IKE THREE
W	37.357800000	-109.441500000	1431.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.328600000	-109.438200000	1403.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RED ANT #1 AND 2</td></tr></table>	RED ANT #1 AND 2
W	37.641700000	-109.888200000	2355.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.922500000	-109.647900000	1977.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HORSESHOE NO. 1 MINE</td></tr></table>	HORSESHOE NO. 1 MINE
W	37.793100000	-109.718200000	2078.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>UNKNOWN</td></tr></table>	UNKNOWN
W	37.795000000	-109.714600000	2096.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>KING JAMES MINE</td></tr></table>	KING JAMES MINE
W	37.773300000	-109.702400000	1978.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>RANSOM SOUTH MINE</td></tr></table>	RANSOM SOUTH MINE
W	37.933900000	-109.487900000	2262.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>HARTS DRAW DEPOSITS</td></tr></table>	HARTS DRAW DEPOSITS
